Time (s),Ay (m/s²),Fᵧ (N)
0.0049999998882412,4.865647125244141,0.6590460538864136
0.0099999997764825,5.0092046737670906,0.6804172396659851
0.0149999996647238,5.110369491577149,0.6975141763687134
0.0199999995529651,5.178930091857911,0.7188853621482849
0.025000000372529,5.2482088088989265,0.7359822988510132
0.0299999993294477,5.345859813690186,0.7530792355537415
0.0350000001490116,5.414178657531739,0.7701762318611145
0.0399999991059303,5.4876287460327156,0.7872732281684875
0.0450000017881393,5.555794048309327,0.8000959157943726
0.050000000745058,5.570344257354737,0.8086442947387695
0.0549999997019767,5.617432403564454,0.8086442947387695
0.0599999986588954,5.637366104125977,0.8129185438156128
0.0649999976158142,5.650652217864991,0.8257412910461426
0.0700000002980232,5.6674030303955085,0.8300155401229858
0.0750000029802322,5.658747482299805,0.8342897295951843
0.0799999982118606,5.629592227935792,0.8385639786720276
0.0850000008940696,5.612127590179444,0.8342897295951843
0.0900000035762786,5.590311336517335,0.8428382277488708
0.0949999988079071,5.528849887847901,0.8385639786720276
0.1000000014901161,5.525634098052979,0.8385639786720276
0.1049999967217445,5.419135856628419,0.8385639786720276
0.1099999994039535,5.378505039215089,0.8300155401229858
0.1150000020861625,5.307719993591309,0.8214671015739441
0.1199999973177909,5.216991233825684,0.8086443543434143
0.125,5.1494329452514656,0.791547417640686
0.1299999952316284,5.056175994873048,0.7872731685638428
0.135000005364418,4.929027366638184,0.7744504809379578
0.1400000005960464,4.816562461853028,0.7659019827842712
0.1449999958276748,4.726789283752442,0.7530792355537415
0.1500000059604644,4.585396575927735,0.7317081093788147
0.1550000011920929,4.460481452941895,0.7146111726760864
0.1599999964237213,4.284329223632813,0.6975141763687134
0.1650000065565109,4.143962669372559,0.6761430501937866
0.1700000017881393,4.038235950469971,0.6590461134910583
0.1749999970197677,3.8608539581298835,0.6334006786346436
0.1800000071525573,3.672226238250733,0.6077553033828735
0.1850000023841858,3.5148008346557624,0.5906583666801453
0.1899999976158142,3.366474914550782,0.5650129318237305
0.1949999928474426,3.1683228492736824,0.5350933074951172
0.2000000029802322,3.0143521308898933,0.5094479322433472
0.2049999982118606,2.8002155303955085,0.470979779958725
0.209999993443489,2.618585395812989,0.4453343451023102
0.2150000035762787,2.357117462158204,0.4154146909713745
0.2199999988079071,2.174432563781739,0.3897693157196045
0.2249999940395355,1.9777558326721199,0.3555754125118255
0.2300000041723251,1.7975013732910163,0.3256557881832123
0.2349999994039535,1.573689270019532,0.2914619147777557
0.2399999946355819,1.3563449859619148,0.2529937922954559
0.2450000047683715,1.1846244812011726,0.2187999188899994
0.25,0.9838264465332038,0.1803317964076995
0.2549999952316284,0.7428510665893562,0.146137923002243
0.2599999904632568,0.4930255889892585,0.1119440495967865
0.2649999856948852,0.24823837280273509,0.0777501687407493
0.270000010728836,0.032298851013184304,0.0435562878847122
0.2750000059604645,-0.1288921356201147,0.0093624116852879
0.2800000011920929,-0.346288871765136,-0.0333799347281456
0.2849999964237213,-0.5452463150024389,-0.0675738155841827
0.2899999916553497,-0.7861883163452159,-0.1017676889896392
0.2949999868869781,-1.0396377563476555,-0.135961577296257
0.3000000119209289,-1.227286529541015,-0.1658812165260315
0.3050000071525574,-1.4251882553100597,-0.2043493241071701
0.3100000023841858,-1.6515457153320305,-0.2428174465894699
0.3149999976158142,-1.8410770416259759,-0.2727370858192444
0.3199999928474426,-2.029847335815429,-0.3069309592247009
0.324999988079071,-2.2133857727050774,-0.3496733009815216
0.3300000131130218,-2.3595954895019506,-0.3838671743869781
0.3350000083446502,-2.5730154037475597,-0.4223352968692779
0.3400000035762787,-2.7679140090942376,-0.4522549510002136
0.3449999988079071,-3.042740058898925,-0.4864488244056701
0.3499999940395355,-3.2069828033447276,-0.5163685083389282
0.3549999892711639,-3.3605186462402337,-0.5462881326675415
0.3600000143051147,-3.5304729461669915,-0.5719335079193115
0.3650000095367431,-3.7572872161865227,-0.6018531918525696
0.3700000047683716,-3.8885595321655266,-0.6360470652580261
0.375,-4.059796524047851,-0.6659666895866394
0.3799999952316284,-4.197079849243163,-0.6916120648384094
0.3849999904632568,-4.318597030639648,-0.712983250617981
0.3899999856948852,-4.4607965469360344,-0.742902934551239
0.395000010728836,-4.589073371887208,-0.7728225588798523
0.4000000059604645,-4.751269531249999,-0.7899194955825806
0.4050000011920929,-4.874280166625976,-0.8112906813621521
0.4099999964237213,-4.951137733459472,-0.8326618075370789
0.4149999916553497,-5.0305339813232415,-0.8412103056907654
0.4199999868869781,-5.15419216156006,-0.8668556809425354
0.4250000119209289,-5.256470870971679,-0.8882268667221069
0.4300000071525574,-5.360279273986816,-0.90532386302948
0.4350000023841858,-5.439745140075683,-0.9095980525016784
0.4399999976158142,-5.504006576538085,-0.9224207997322084
0.4449999928474426,-5.551716995239257,-0.9352434873580932
0.449999988079071,-5.583776664733888,-0.9523404240608216
0.4550000131130218,-5.6109172821044915,-0.9523404836654664
0.4600000083446502,-5.614925575256347,-0.9651631712913512
0.4650000035762787,-5.676874351501464,-0.9694374203681946
0.4699999988079071,-5.650250625610351,-0.9822600483894348
0.4749999940395355,-5.639196586608888,-0.9779857993125916
0.4799999892711639,-5.636901092529296,-0.9779857993125916
0.4850000143051147,-5.6353570938110344,-0.9822600483894348
0.4900000095367431,-5.5858003616333,-0.9737116098403932
0.4950000047683716,-5.533535194396972,-0.9737116098403932
0.5,-5.483314704895019,-0.9737116098403932
0.5049999952316284,-5.417126846313476,-0.9694373607635498
0.5099999904632568,-5.369540405273437,-0.960888922214508
