Time (s),Voltage (V),Voltage (V)
1.190000057220459,0,0
1.2000000476837158,0,0
1.2100000381469727,0,0
1.2200000286102295,0,7.157482005602531e-17
1.2300000190734863,0,0.0008058608509600163
1.2400000095367432,0,0
1.25,0,0
1.2599999904632568,0,0
1.2699999809265137,0,0
1.2799999713897705,0,0
1.2899999618530273,0,7.157482005602531e-17
1.2999999523162842,0,0.0008058608509600163
1.309999942779541,0,0
1.3200000524520874,0,0
1.3300000429153442,0,0
1.340000033378601,0,0
1.350000023841858,0,0
1.3600000143051147,0,0
1.3700000047683716,0,0
1.3799999952316284,0,0
1.3899999856948853,0,0
1.399999976158142,0,0
1.409999966621399,0,0
1.4199999570846558,0,0
1.4299999475479126,0,0
1.440000057220459,0,0
1.4500000476837158,0,0
1.4600000381469727,0,0
1.4700000286102295,0,0
1.4800000190734863,0,8.946853003311532e-17
1.4900000095367432,0,0.0008058608509600163
1.5,0,0
1.5099999904632568,0,0
1.5199999809265137,0,0
1.5299999713897705,0,0
1.5399999618530273,0,0
1.5499999523162842,0,0
1.559999942779541,0,0
1.5700000524520874,0,0
1.5800000429153442,0,0
1.590000033378601,0,0
1.600000023841858,0,0
1.6100000143051147,0,0
1.6200000047683716,0,0
1.6299999952316284,0,0
1.6399999856948853,0,0
1.649999976158142,0,0
1.659999966621399,0,0
1.6699999570846558,0,0
1.6799999475479126,0,0
1.690000057220459,0,0
1.7000000476837158,0,0
1.7100000381469727,0,0
1.7200000286102295,0,0
1.7300000190734863,0,0
1.7400000095367432,0,0
1.75,0,0
1.7599999904632568,0,0
1.7699999809265137,0,0
1.7799999713897705,0,0
1.7899999618530273,0,0
1.7999999523162842,0,0
1.809999942779541,0,0
1.8200000524520874,0,0
1.8300000429153442,0,0
1.840000033378601,0,0
1.850000023841858,0,0
1.8600000143051147,0,0
1.8700000047683716,0,0
1.8799999952316284,0,0
1.8899999856948853,0,0
1.899999976158142,0,0
1.909999966621399,0,0
1.9199999570846558,0,0
1.9299999475479126,0,0
1.940000057220459,0,0
1.9500000476837158,0,0
1.9600000381469727,0,0
1.9700000286102295,0,0
1.9800000190734863,0,0
1.9900000095367432,0,0
2,0,0
2.009999990463257,0,0
2.0199999809265137,0,0
2.0299999713897705,0,0
2.0399999618530273,0,3.5787410028012657e-17
2.049999952316284,0,0.0008058608509600163
2.059999942779541,0,0
2.069999933242798,0,0.0016117217019200325
2.0799999237060547,0,7.155734338404329e-17
2.0899999141693115,0,0
2.0999999046325684,0,0
2.109999895095825,0,0
2.119999885559082,0,0
2.130000114440918,0,0
2.140000104904175,0,0
2.1500000953674316,0,0
2.1600000858306885,0,0
2.1700000762939453,0,0.0016117217019200325
2.180000066757202,0,4.2956090073875686e-16
2.190000057220459,0,0
2.200000047683716,0,0
2.2100000381469727,0,0
2.2200000286102295,0,0
2.2300000190734863,0,0
2.240000009536743,0,0
2.25,0,0
2.259999990463257,0,0
2.2699999809265137,0,0.0008058608509600163
2.2799999713897705,0,3.57895137137465e-16
2.2899999618530273,0,0
2.299999952316284,0,0.0008058608509600163
2.309999942779541,0,4.294524805215083e-16
2.319999933242798,0,0
2.3299999237060547,0,0.0016117217019200325
2.3399999141693115,0,9.30679144861557e-16
2.3499999046325684,0,0
2.359999895095825,0,0
2.369999885559082,0,0.0008058608509600163
2.380000114440918,0,5.367884955975732e-16
2.390000104904175,0,0
2.4000000953674316,0,0
2.4100000858306885,0,0
2.4200000762939453,0,0
2.430000066757202,0,0
2.440000057220459,0,0
2.450000047683716,0,0
2.4600000381469727,0,0
2.4700000286102295,0,0
2.4800000190734863,0,0
2.490000009536743,0,0
2.5,0,0
2.509999990463257,0,0
2.5199999809265137,0,0
2.5299999713897705,0,0
2.5399999618530273,0,0
2.549999952316284,0,0
2.559999942779541,0,0.0008058608509600163
2.569999933242798,0,8.587965408257681e-16
2.5799999237060547,0,0
2.5899999141693115,0,0
2.5999999046325684,0,0.0008058608509600163
2.609999895095825,0,9.3046230442706e-16
2.619999885559082,0,0
2.630000114440918,0,0
2.640000104904175,0,0
2.6500000953674316,0,0
2.6600000858306885,0,0
2.6700000762939453,0,0
2.680000066757202,0,0
2.690000057220459,0,0
2.700000047683716,0,0
2.7100000381469727,0,0
2.7200000286102295,0,0
2.7300000190734863,0,0
2.740000009536743,0,0
2.75,0,0
2.759999990463257,0,0
2.7699999809265137,0,0
2.7799999713897705,0,0
2.7899999618530273,0,0
2.799999952316284,0,0
2.809999942779541,0,0
2.819999933242798,0,0
2.8299999237060547,0,0
2.8399999141693115,0,0
2.8499999046325684,0,0
2.859999895095825,0,0
2.869999885559082,0,0
2.880000114440918,0,0
2.890000104904175,0,0
2.9000000953674316,0,0
2.9100000858306885,0,0
2.9200000762939453,0,0
2.930000066757202,0,0
2.940000057220459,0,0
2.950000047683716,0,0
2.9600000381469727,0,0
2.9700000286102295,0,0
2.9800000190734863,0,0
2.990000009536743,0,0
3,0,0
3.009999990463257,0,0
3.0199999809265137,0,0
3.0299999713897705,0,0
3.0399999618530273,0,0
3.049999952316284,0,0
3.059999942779541,0,0
3.069999933242798,0,0
3.0799999237060547,0,0
3.0899999141693115,0,0
3.0999999046325684,0,0
3.109999895095825,0,0
3.119999885559082,0,0
3.130000114440918,0,0
3.140000104904175,0,0
3.1500000953674316,0,0.0016117217019200325
3.1600000858306885,0,3.793406561092283e-15
3.1700000762939453,0,0
3.180000066757202,0,0
3.190000057220459,0,0
3.200000047683716,0,0
3.2100000381469727,0,0
3.2200000286102295,0,0
3.2300000190734863,0,0
3.240000009536743,0,0
3.25,0,0
3.259999990463257,0,0
3.2699999809265137,0,0
3.2799999713897705,0,0
3.2899999618530273,0,0
3.299999952316284,0,0
3.309999942779541,0,0
3.319999933242798,0,0
3.3299999237060547,0,0
3.3399999141693115,0,0
3.3499999046325684,0,0
3.359999895095825,0,0
3.369999885559082,0,0
3.380000114440918,0,0
3.390000104904175,0,0
3.4000000953674316,0,0
3.4100000858306885,0,0
3.4200000762939453,0,0
3.430000066757202,0,0
3.440000057220459,0,0
3.450000047683716,0,0
3.4600000381469727,0,0
3.4700000286102295,0,0
3.4800000190734863,0,0
3.490000009536743,0,0
3.5,0,0
3.509999990463257,0,0
3.5199999809265137,0,0.0008058608509600163
3.5299999713897705,0,2.5051575397450065e-15
3.5399999618530273,0,0
3.549999952316284,0,0
3.559999942779541,0,0
3.569999933242798,0,0
3.5799999237060547,2.0082051753997803,1.0032967329025269
3.5899999141693115,2.009816884994507,1.0041025876998901
3.5999999046325684,2.009816884994507,0.9968498349189758
3.609999895095825,2.0009524822235107,1.0032967329025269
3.619999885559082,2.01062273979187,1.0032967329025269
3.630000114440918,2.01062273979187,1.0032967329025269
3.640000104904175,2.0082051753997803,1.0032967329025269
3.6500000953674316,1.9961172342300415,1.0041025876998901
3.6600000858306885,1.9961172342300415,1.0032967329025269
3.6700000762939453,2.01062273979187,1.0032967329025269
3.680000066757202,1.9961172342300415,1.0032967329025269
3.690000057220459,1.9985347986221313,1.0041025876998901
3.700000047683716,2.004175901412964,1.0041025876998901
3.7100000381469727,2.0025641918182373,1.0032967329025269
3.7200000286102295,1.9961172342300415,0.9984615445137024
3.7300000190734863,2.01062273979187,1.0032967329025269
3.740000009536743,1.9961172342300415,1.0032967329025269
3.75,2.01062273979187,1.0024908781051636
3.759999990463257,2.004981756210327,1.0032967329025269
3.7699999809265137,2.01062273979187,1.0041025876998901
3.7799999713897705,1.9961172342300415,1.0041025876998901
3.7899999618530273,2.004175901412964,1.0041025876998901
3.799999952316284,2.01062273979187,1.0032967329025269
3.809999942779541,2.01062273979187,1.0032967329025269
3.819999933242798,2.01062273979187,1.0032967329025269
3.8299999237060547,1.9985347986221313,0.9968498349189758
3.8399999141693115,2.01062273979187,1.0032967329025269
3.8499999046325684,2.0082051753997803,1.0016850233078003
3.859999895095825,1.9993406534194946,1.0032967329025269
3.869999885559082,2.01062273979187,1.0041025876998901
3.880000114440918,2.01062273979187,0.9992673993110657
3.890000104904175,2.01062273979187,1.0032967329025269
3.9000000953674316,2.0009524822235107,1.0032967329025269
3.9100000858306885,2.004981756210327,1.0041025876998901
3.9200000762939453,2.004175901412964,1.0041025876998901
3.930000066757202,1.9985347986221313,1.0041025876998901
3.940000057220459,1.9985347986221313,1.0041025876998901
3.950000047683716,1.997728943824768,1.0032967329025269
3.9600000381469727,2.01062273979187,1.0041025876998901
3.9700000286102295,1.997728943824768,1.0041025876998901
3.9800000190734863,2.01062273979187,1.0016850233078003
3.990000009536743,1.997728943824768,1.0041025876998901
4,1.9961172342300415,1.0041025876998901
4.010000228881836,2.01062273979187,1.0032967329025269
4.019999980926514,1.9961172342300415,0.9976556897163391
4.03000020980835,2.004981756210327,1.0032967329025269
4.039999961853027,2.007399320602417,1.0032967329025269
4.050000190734863,2.01062273979187,1.0032967329025269
4.059999942779541,2.009816884994507,1.0032967329025269
4.070000171661377,2.0082051753997803,1.0032967329025269
4.079999923706055,1.9985347986221313,1.0032967329025269
4.090000152587891,1.9961172342300415,0.9960439801216125
4.099999904632568,2.004981756210327,1.0041025876998901
4.110000133514404,2.01062273979187,1.0016850233078003
4.119999885559082,2.009816884994507,1.0032967329025269
4.130000114440918,2.009816884994507,1.0032967329025269
4.139999866485596,2.01062273979187,0.9960439801216125
4.150000095367432,2.01062273979187,1.0032967329025269
4.159999847412109,2.01062273979187,1.0041025876998901
4.170000076293945,1.9961172342300415,1.0032967329025269
4.179999828338623,2.004175901412964,1.0041025876998901
4.190000057220459,2.01062273979187,0.9968498349189758
4.199999809265137,2.007399320602417,1.0041025876998901
4.210000038146973,2.01062273979187,1.0016850233078003
4.21999979019165,2.01062273979187,1.0032967329025269
4.230000019073486,2.0057876110076904,0.9960439801216125
4.239999771118164,2.01062273979187,1.0032967329025269
4.25,2.01062273979187,1.0041025876998901
4.260000228881836,2.01062273979187,1.0032967329025269
4.269999980926514,2.01062273979187,1.000879168510437
4.28000020980835,2.01062273979187,1.0032967329025269
4.289999961853027,1.9961172342300415,1.0041025876998901
4.300000190734863,2.01062273979187,0.9960439801216125
4.309999942779541,2.01062273979187,1.0041025876998901
4.320000171661377,2.01062273979187,1.0041025876998901
4.329999923706055,1.9969230890274048,1.0041025876998901
4.340000152587891,2.01062273979187,1.0032967329025269
4.349999904632568,2.0009524822235107,1.0032967329025269
4.360000133514404,2.009816884994507,1.0024908781051636
4.369999885559082,1.9961172342300415,1.0032967329025269
4.380000114440918,2.01062273979187,1.0032967329025269
4.389999866485596,2.01062273979187,1.0032967329025269
4.400000095367432,2.01062273979187,1.0032967329025269
4.409999847412109,1.9961172342300415,1.0032967329025269
4.420000076293945,2.009816884994507,1.0024908781051636
4.429999828338623,2.01062273979187,1.0032967329025269
4.440000057220459,2.01062273979187,1.0032967329025269
4.449999809265137,1.994505524635315,1.0032967329025269
4.460000038146973,2.01062273979187,1.0032967329025269
4.46999979019165,2.004175901412964,1.0032967329025269
4.480000019073486,2.0090110301971436,1.0032967329025269
4.489999771118164,2.009816884994507,1.0032967329025269
4.5,2.0065934658050537,1.0032967329025269
4.510000228881836,2.01062273979187,0.9960439801216125
4.519999980926514,2.009816884994507,1.0032967329025269
4.53000020980835,2.0090110301971436,1.0041025876998901
4.539999961853027,2.007399320602417,1.0032967329025269
4.550000190734863,2.0090110301971436,1.0032967329025269
4.559999942779541,2.0090110301971436,1.0032967329025269
4.570000171661377,1.9961172342300415,0.9960439801216125
4.579999923706055,2.009816884994507,1.0041025876998901
4.590000152587891,2.01062273979187,1.0032967329025269
4.599999904632568,1.997728943824768,1.0041025876998901
4.610000133514404,2.009816884994507,1.0016850233078003
4.619999885559082,2.0090110301971436,1.0024908781051636
4.630000114440918,2.0090110301971436,1.0032967329025269
4.639999866485596,2.009816884994507,1.0041025876998901
4.650000095367432,2.009816884994507,1.0032967329025269
4.659999847412109,2.009816884994507,1.0016850233078003
4.670000076293945,2.0065934658050537,1.0032967329025269
4.679999828338623,2.009816884994507,1.0032967329025269
4.690000057220459,2.004175901412964,1.0032967329025269
4.699999809265137,2.009816884994507,1.0041025876998901
4.710000038146973,2.009816884994507,1.0041025876998901
4.71999979019165,2.001758337020874,1.0041025876998901
4.730000019073486,1.9961172342300415,0.9984615445137024
4.739999771118164,2.01062273979187,1.0041025876998901
4.75,2.004981756210327,1.0032967329025269
4.760000228881836,1.9961172342300415,0.9968498349189758
4.769999980926514,2.009816884994507,1.0041025876998901
4.78000020980835,2.009816884994507,1.0041025876998901
4.789999961853027,2.01062273979187,0.9992673993110657
4.800000190734863,2.009816884994507,1.0041025876998901
4.809999942779541,2.0090110301971436,1.0041025876998901
4.820000171661377,2.01062273979187,1.0041025876998901
4.829999923706055,2.0065934658050537,1.0041025876998901
4.840000152587891,2.0090110301971436,0.9968498349189758
4.849999904632568,2.0090110301971436,1.0032967329025269
4.860000133514404,2.0090110301971436,1.0041025876998901
4.869999885559082,2.009816884994507,1.0041025876998901
4.880000114440918,2.0090110301971436,1.0041025876998901
4.889999866485596,2.0090110301971436,0.9968498349189758
4.900000095367432,2.009816884994507,1.0041025876998901
4.909999847412109,2.009816884994507,1.0000733137130737
4.920000076293945,2.009816884994507,1.0041025876998901
4.929999828338623,2.009816884994507,1.0041025876998901
4.940000057220459,2.009816884994507,0.9968498349189758
4.949999809265137,2.01062273979187,1.0041025876998901
4.960000038146973,1.9969230890274048,1.0041025876998901
4.96999979019165,2.009816884994507,1.0041025876998901
4.980000019073486,2.01062273979187,1.0041025876998901
4.989999771118164,2.01062273979187,0.9968498349189758
5,1.997728943824768,1.0041025876998901
5.010000228881836,2.009816884994507,1.0041025876998901
5.019999980926514,2.0090110301971436,0.9968498349189758
5.03000020980835,2.0090110301971436,0.9968498349189758
5.039999961853027,2.009816884994507,1.0041025876998901
5.050000190734863,2.009816884994507,1.0041025876998901
5.059999942779541,2.01062273979187,1.0041025876998901
5.070000171661377,2.009816884994507,1.0016850233078003
5.079999923706055,2.009816884994507,1.0041025876998901
5.090000152587891,2.009816884994507,1.0041025876998901
5.099999904632568,2.0090110301971436,0.9968498349189758
5.110000133514404,2.009816884994507,0.9968498349189758
5.119999885559082,2.0009524822235107,1.0024908781051636
5.130000114440918,1.994505524635315,1.0041025876998901
5.139999866485596,2.009816884994507,0.9968498349189758
5.150000095367432,1.9961172342300415,1.0041025876998901
5.159999847412109,2.009816884994507,1.0041025876998901
5.170000076293945,2.0090110301971436,1.0041025876998901
5.179999828338623,2.004981756210327,0.9992673993110657
5.190000057220459,1.997728943824768,1.0041025876998901
5.199999809265137,1.9985347986221313,1.0032967329025269
5.210000038146973,2.009816884994507,1.0041025876998901
5.21999979019165,2.0090110301971436,1.0041025876998901
5.230000019073486,1.994505524635315,1.0041025876998901
5.239999771118164,2.0090110301971436,1.0041025876998901
5.25,2.009816884994507,1.0024908781051636
5.260000228881836,2.0090110301971436,0.9992673993110657
5.269999980926514,2.009816884994507,1.0032967329025269
5.28000020980835,2.009816884994507,1.0041025876998901
5.289999961853027,2.009816884994507,1.0041025876998901
5.300000190734863,2.0090110301971436,0.9968498349189758
5.309999942779541,2.009816884994507,1.0041025876998901
5.320000171661377,2.01062273979187,0.9968498349189758
5.329999923706055,2.0090110301971436,1.0041025876998901
5.340000152587891,2.0082051753997803,1.0041025876998901
5.349999904632568,2.009816884994507,1.0041025876998901
5.360000133514404,2.0065934658050537,1.0041025876998901
5.369999885559082,2.0082051753997803,1.0024908781051636
5.380000114440918,2.009816884994507,0.9968498349189758
5.389999866485596,2.009816884994507,1.0041025876998901
5.400000095367432,1.997728943824768,1.0041025876998901
5.409999847412109,2.0090110301971436,0.9968498349189758
5.420000076293945,2.009816884994507,1.0041025876998901
5.429999828338623,2.009816884994507,1.0041025876998901
5.440000057220459,2.0057876110076904,1.0041025876998901
5.449999809265137,2.0090110301971436,0.9968498349189758
5.460000038146973,1.9985347986221313,1.0016850233078003
5.46999979019165,2.0090110301971436,1.0041025876998901
5.480000019073486,2.004981756210327,1.0041025876998901
5.489999771118164,2.0082051753997803,1.0041025876998901
5.5,2.0090110301971436,1.0041025876998901
5.510000228881836,2.009816884994507,1.0041025876998901
5.519999980926514,2.009816884994507,1.0041025876998901
5.53000020980835,2.009816884994507,0.9992673993110657
5.539999961853027,1.9985347986221313,1.0041025876998901
5.550000190734863,2.009816884994507,1.0041025876998901
5.559999942779541,2.01062273979187,1.0041025876998901
5.570000171661377,2.009816884994507,0.9984615445137024
5.579999923706055,2.007399320602417,1.0016850233078003
5.590000152587891,2.0090110301971436,1.0041025876998901
5.599999904632568,2.0090110301971436,1.0000733137130737
5.610000133514404,2.009816884994507,1.0032967329025269
5.619999885559082,2.009816884994507,1.0041025876998901
5.630000114440918,2.009816884994507,1.0032967329025269
5.639999866485596,2.009816884994507,1.0041025876998901
5.650000095367432,2.0090110301971436,1.0032967329025269
5.659999847412109,2.009816884994507,1.0032967329025269
5.670000076293945,2.009816884994507,1.0041025876998901
5.679999828338623,2.0009524822235107,1.0041025876998901
5.690000057220459,2.009816884994507,1.0032967329025269
5.699999809265137,2.009816884994507,1.0041025876998901
5.710000038146973,2.009816884994507,1.0041025876998901
5.71999979019165,2.009816884994507,1.0041025876998901
5.730000019073486,1.994505524635315,1.0032967329025269
5.739999771118164,1.994505524635315,1.0041025876998901
5.75,1.9993406534194946,1.0032967329025269
5.760000228881836,2.009816884994507,1.0032967329025269
5.769999980926514,2.009816884994507,1.0032967329025269
5.78000020980835,2.009816884994507,1.0032967329025269
5.789999961853027,1.9985347986221313,1.0041025876998901
5.800000190734863,2.009816884994507,1.0032967329025269
5.809999942779541,2.0090110301971436,1.0032967329025269
5.820000171661377,2.0090110301971436,1.0032967329025269
5.829999923706055,2.009816884994507,1.0032967329025269
5.840000152587891,2.009816884994507,1.0032967329025269
5.849999904632568,2.01062273979187,1.0032967329025269
5.860000133514404,2.009816884994507,1.0032967329025269
5.869999885559082,2.0090110301971436,1.0032967329025269
5.880000114440918,1.9985347986221313,1.0032967329025269
5.889999866485596,2.009816884994507,1.0032967329025269
5.900000095367432,2.0090110301971436,1.0032967329025269
5.909999847412109,2.007399320602417,0.9976556897163391
5.920000076293945,2.0065934658050537,1.0041025876998901
5.929999828338623,1.997728943824768,1.0041025876998901
5.940000057220459,1.9961172342300415,1.0032967329025269
5.949999809265137,1.9993406534194946,1.0016850233078003
5.960000038146973,2.01062273979187,1.0032967329025269
5.96999979019165,2.009816884994507,1.0041025876998901
5.980000019073486,2.01062273979187,1.0041025876998901
5.989999771118164,2.009816884994507,1.0041025876998901
6,2.009816884994507,1.0041025876998901
6.010000228881836,1.997728943824768,1.0024908781051636
6.019999980926514,2.0090110301971436,0.9984615445137024
6.03000020980835,2.009816884994507,1.0041025876998901
6.039999961853027,1.9953113794326782,1.0041025876998901
6.050000190734863,1.9953113794326782,1.0041025876998901
6.059999942779541,1.9985347986221313,1.0041025876998901
6.070000171661377,2.01062273979187,1.0041025876998901
6.079999923706055,2.01062273979187,1.0016850233078003
6.090000152587891,2.009816884994507,0.9968498349189758
6.099999904632568,2.009816884994507,1.0041025876998901
6.110000133514404,1.9985347986221313,1.0041025876998901
6.119999885559082,2.01062273979187,1.0041025876998901
6.130000114440918,2.01062273979187,1.0041025876998901
6.139999866485596,2.009816884994507,1.0041025876998901
6.150000095367432,1.9985347986221313,1.0041025876998901
6.159999847412109,2.01062273979187,1.0041025876998901
6.170000076293945,2.004981756210327,1.0049084424972534
6.179999828338623,2.01062273979187,1.0041025876998901
6.190000057220459,2.004981756210327,0.9968498349189758
6.199999809265137,1.9961172342300415,1.0049084424972534
6.210000038146973,2.009816884994507,1.0041025876998901
6.21999979019165,2.0025641918182373,1.0041025876998901
6.230000019073486,2.009816884994507,1.0041025876998901
6.239999771118164,1.9961172342300415,1.0041025876998901
6.25,2.009816884994507,1.0041025876998901
6.260000228881836,2.009816884994507,1.0032967329025269
6.269999980926514,2.009816884994507,0.9968498349189758
6.28000020980835,2.01062273979187,1.0032967329025269
6.289999961853027,2.01062273979187,1.0041025876998901
6.300000190734863,2.009816884994507,1.0041025876998901
6.309999942779541,1.9985347986221313,0.9968498349189758
6.320000171661377,2.01062273979187,1.0041025876998901
6.329999923706055,2.009816884994507,1.0041025876998901
6.340000152587891,2.01062273979187,1.0049084424972534
6.349999904632568,2.007399320602417,1.0032967329025269
6.360000133514404,2.01062273979187,1.0049084424972534
6.369999885559082,2.007399320602417,1.0041025876998901
6.380000114440918,2.009816884994507,1.0041025876998901
6.389999866485596,2.01062273979187,1.0049084424972534
6.400000095367432,1.9969230890274048,1.0024908781051636
6.409999847412109,2.009816884994507,0.9992673993110657
6.420000076293945,2.01062273979187,0.9968498349189758
6.429999828338623,2.01062273979187,0.9992673993110657
6.440000057220459,2.01062273979187,1.0041025876998901
6.449999809265137,2.009816884994507,1.0041025876998901
6.460000038146973,2.0090110301971436,1.0024908781051636
6.46999979019165,1.9961172342300415,1.0041025876998901
6.480000019073486,2.009816884994507,0.9968498349189758
6.489999771118164,2.007399320602417,1.0024908781051636
6.5,1.9985347986221313,1.0041025876998901
6.510000228881836,2.007399320602417,1.0049084424972534
6.519999980926514,2.0090110301971436,0.9968498349189758
6.53000020980835,2.0090110301971436,1.0024908781051636
6.539999961853027,2.004981756210327,1.0049084424972534
6.550000190734863,2.0082051753997803,0.9968498349189758
6.559999942779541,2.0090110301971436,1.0049084424972534
6.570000171661377,2.0090110301971436,1.0041025876998901
6.579999923706055,2.0082051753997803,0.9968498349189758
6.590000152587891,2.0090110301971436,0.9976556897163391
6.599999904632568,2.0082051753997803,0.9968498349189758
6.610000133514404,2.007399320602417,0.9968498349189758
6.619999885559082,2.0082051753997803,1.0024908781051636
6.630000114440918,2.01062273979187,1.0049084424972534
6.639999866485596,2.0082051753997803,1.0024908781051636
6.650000095367432,2.0082051753997803,1.0032967329025269
6.659999847412109,2.001758337020874,1.0041025876998901
6.670000076293945,2.007399320602417,0.9968498349189758
6.679999828338623,2.007399320602417,1.0041025876998901
6.690000057220459,2.007399320602417,0.9976556897163391
6.699999809265137,2.007399320602417,1.0032967329025269
6.710000038146973,2.0082051753997803,1.0016850233078003
6.71999979019165,2.0082051753997803,0.9992673993110657
6.730000019073486,2.0082051753997803,0.9968498349189758
6.739999771118164,2.0082051753997803,1.0041025876998901
6.75,2.007399320602417,1.0049084424972534
6.760000228881836,2.0082051753997803,1.0041025876998901
6.769999980926514,2.007399320602417,1.0041025876998901
6.78000020980835,2.007399320602417,1.0041025876998901
6.789999961853027,2.0082051753997803,1.0041025876998901
6.800000190734863,2.004175901412964,1.0041025876998901
6.809999942779541,2.0082051753997803,1.0041025876998901
6.820000171661377,2.0082051753997803,1.0032967329025269
6.829999923706055,2.0082051753997803,1.0016850233078003
6.840000152587891,2.0082051753997803,1.0041025876998901
6.849999904632568,2.0082051753997803,1.0041025876998901
6.860000133514404,2.0082051753997803,1.0041025876998901
6.869999885559082,1.994505524635315,0.9968498349189758
6.880000114440918,2.0090110301971436,1.0041025876998901
6.889999866485596,2.0065934658050537,0.9968498349189758
6.900000095367432,2.007399320602417,1.0049084424972534
6.909999847412109,2.0082051753997803,1.0049084424972534
6.920000076293945,1.997728943824768,1.0000733137130737
6.929999828338623,2.0090110301971436,1.0049084424972534
6.940000057220459,2.0090110301971436,1.0041025876998901
6.949999809265137,2.0090110301971436,1.0041025876998901
6.960000038146973,2.004981756210327,0.9976556897163391
6.96999979019165,2.0090110301971436,0.9976556897163391
6.980000019073486,2.0082051753997803,1.0049084424972534
6.989999771118164,2.0090110301971436,1.0049084424972534
7,2.0090110301971436,1.0041025876998901
7.010000228881836,2.0082051753997803,1.0041025876998901
7.019999980926514,2.0082051753997803,0.9968498349189758
7.03000020980835,1.9936996698379517,0.9968498349189758
7.039999961853027,2.0082051753997803,1.0041025876998901
7.050000190734863,2.0082051753997803,1.0041025876998901
7.059999942779541,2.004981756210327,0.9984615445137024
7.070000171661377,2.004981756210327,1.0016850233078003
7.079999923706055,2.007399320602417,1.0041025876998901
7.090000152587891,2.0082051753997803,1.0049084424972534
7.099999904632568,2.0065934658050537,1.0049084424972534
7.110000133514404,1.994505524635315,1.0049084424972534
7.119999885559082,2.0082051753997803,1.0049084424972534
7.130000114440918,2.0082051753997803,1.0041025876998901
7.139999866485596,2.0090110301971436,1.0041025876998901
7.150000095367432,2.0082051753997803,1.0000733137130737
7.159999847412109,1.9985347986221313,1.0049084424972534
