Time (s),Voltage (V)
0.009999999776482582,0.10314757376909256
0.019999999552965164,0.10234956443309784
0.029999999329447746,0.10314233601093292
0.03999999910593033,0.1023443266749382
0.05000000074505806,0.1023443266749382
0.05999999865889549,0.1023443266749382
0.07000000029802322,0.10219772905111313
0.07999999821186066,0.09604403376579285
0.09000000357627869,0.10158558934926987
0.10000000149011612,0.10312400758266449
0.10999999940395355,0.1023443266749382
0.11999999731779099,0.1023443266749382
0.12999999523162842,0.1023443266749382
0.14000000059604645,0.1023443266749382
0.15000000596046448,0.1023443266749382
0.1599999964237213,0.10238621383905411
0.17000000178813934,0.10310568660497665
0.18000000715255737,0.10215584188699722
0.1899999976158142,0.09907114505767822
0.20000000298023224,0.09857680648565292
0.20999999344348907,0.1023443266749382
0.2199999988079071,0.1023443266749382
0.23000000417232513,0.1023443266749382
0.23999999463558197,0.1023443266749382
0.25,0.1023443266749382
0.25999999046325684,0.1024804562330246
0.27000001072883606,0.10388536751270294
0.2800000011920929,0.10315018892288208
0.28999999165534973,0.10322611033916473
0.30000001192092896,0.10379897803068161
0.3100000023841858,0.1023443266749382
0.3199999928474426,0.10242809355258942
0.33000001311302185,0.10315018892288208
0.3400000035762787,0.10323919355869293
0.3499999940395355,0.10377278923988342
0.36000001430511475,0.10253281146287918
0.3700000047683716,0.10376232117414474
0.3799999952316284,0.10244380682706833
0.38999998569488525,0.10304809361696243
0.4000000059604645,0.1023443266749382
0.4099999964237213,0.1023443266749382
0.41999998688697815,0.1023443266749382
0.4300000071525574,0.10256946086883545
0.4399999976158142,0.10361049324274063
0.44999998807907104,0.10165627300739288
0.46000000834465027,0.10246475040912628
0.4699999988079071,0.10302715003490448
0.47999998927116394,0.10108776390552521
0.49000000953674316,0.09544018656015396
0.5,0.10166935622692108
0.5099999904632568,0.10221081972122192
0.5199999809265137,0.10181072354316711
0.5299999713897705,0.10176272690296173
0.5400000214576721,0.0963638573884964
0.550000011920929,0.1023443266749382
0.5600000023841858,0.10087832808494568
0.5699999928474426,0.09577789902687073
0.5799999833106995,0.1023443266749382
0.5899999737739563,0.10157206654548645
0.6000000238418579,0.09910037368535995
0.6100000143051147,0.1023443266749382
0.6200000047683716,0.1023443266749382
0.6299999952316284,0.1023443266749382
0.6399999856948853,0.10066890716552734
0.6499999761581421,0.09632764011621475
0.6600000262260437,0.10361049324274063
0.6700000166893005,0.1023443266749382
0.6800000071525574,0.1025223359465599
0.6899999976158142,0.10315018892288208
0.699999988079071,0.10296694189310074
0.7099999785423279,0.1023443266749382
0.7200000286102295,0.1023443266749382
0.7300000190734863,0.1023443266749382
0.7400000095367432,0.10253804922103882
0.75,0.10334652662277222
0.7599999904632568,0.10355813056230545
0.7699999809265137,0.1023443266749382
0.7799999713897705,0.1023443266749382
0.7900000214576721,0.10255113244056702
0.800000011920929,0.10294076055288315
0.8100000023841858,0.1023443266749382
0.8199999928474426,0.10255898535251617
0.8299999833106995,0.10315018892288208
0.8399999737739563,0.10293028503656387
0.8500000238418579,0.1023443266749382
0.8600000143051147,0.1023443266749382
