Time (s),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
0.0099999997764825,0.580480416627011,-0.061788597946678875,-0.7392924095023559,0.9593218606944104
0.0199999995529651,0.6572512587023589,-0.06505395459166698,-0.7061192656386779,1.466515902900221
0.0299999993294477,0.5805944999171111,-0.06865940788916278,-0.7257988119948791,2.121955756568434
0.0399999991059303,0.6584146519614074,-0.07568733381262949,-0.7059590483535216,2.9644793313975355
0.050000000745058,1.0507089955223414,-0.08271126808754138,-0.705558505140631,4.053908233069898
0.0599999986588954,1.0763829176736686,-0.08952882500520878,-0.6849176550734923,5.196823481940748
0.0700000002980232,1.1191423734141204,-0.09592084573737308,-0.6423542762626098,6.203753833198072
0.0799999982118606,1.1360910435629699,-0.10111605735651188,-0.5226746464599059,7.030623320960523
0.0900000035762786,1.1447364588690612,-0.10549052791825458,-0.44059189804682003,7.811990146064283
0.1000000014901161,1.161730741472325,-0.10866339864364788,-0.32043170579561453,8.314054374122145
0.1099999994039535,1.153062512488446,-0.11083706455460718,-0.2205118203986571,8.481172446631911
0.1199999973177909,1.1447706868363234,-0.11222350584498567,-0.14179353066572412,8.26823413791609
0.1299999952316284,1.1443486710501525,-0.11317563044062778,-0.09834891953357912,7.849766616248609
0.1400000005960464,1.1101319839669082,-0.11314212517968347,0.00020916853247717653,7.514456633948805
0.1500000059604644,1.0760863696647498,-0.11249185340634518,0.06189141026845708,7.119508151435377
0.1599999964237213,1.05025277412065,-0.11104797559014487,0.1412505542408539,6.8931654733653085
0.1700000017881393,1.0158421875400159,-0.10898574056259318,0.20309301070085298,6.857606295966627
0.1800000071525573,0.9730599199844214,-0.10613147528997588,0.28229195228925474,6.819463614844801
0.1899999976158142,0.9129754131151053,-0.10267243893972568,0.34277260652890934,6.529218081855299
0.2000000029802322,0.8447701533747528,-0.09860861288539098,0.4032532607685639,6.281233195685865
0.209999993443489,0.7932055940342758,-0.09392323332062888,0.46541610709539183,5.933151606940748
0.2199999988079071,0.7159785231066558,-0.08844903471103838,0.5442946290146424,5.5890673440928476
0.2300000041723251,0.639241894097409,-0.08238839717737367,0.6029327248703553,5.119052771949293
0.2399999946355819,0.5617183049631926,-0.07592456774941608,0.6432533001076295,4.734389190101148
0.25,0.4681812425566527,-0.06905754828981088,0.6835736369263246,4.360887889289381
0.2599999904632568,0.39061199626453846,-0.061787333210622575,0.7238940929543092,3.9262617868418714
0.270000010728836,0.28826986751087635,-0.05413547098792128,0.7620516752373292,3.40842926921797
0.2800000011920929,0.20240884027012318,-0.04625967376555288,0.7844548558365418,3.022011165046217
0.2899999916553497,0.0997587939215514,-0.03798068488172228,0.8247751926552369,2.618629817389967
0.3000000119209289,0.006335785002789196,-0.029322439675843078,0.8626923894058778,2.0850044530863783
0.3100000023841858,-0.07170111933223278,-0.02048733258775408,0.8803693985115602,1.5445791524882337
0.3199999928474426,-0.1821867922829774,-0.01162669422260458,0.8829327558647706,0.9557513040537854
0.3300000131130218,-0.26772839823237926,-0.0025907865368478764,0.9004493688713624,0.3596848887438794
0.3400000035762787,-0.3532702426003602,0.006417989859665019,0.897725734628351,-0.27191601274061
0.3499999940395355,-0.4477538565682557,0.015253096947754022,0.8803693985115602,-0.816265042400835
0.3600000143051147,-0.5410401324319032,0.02405947459706132,0.8774855469833924,-1.3104565101628283
0.3700000047683716,-0.6188600758599427,0.03266425443657702,0.857325229562433,-1.7942898231511095
0.3799999952316284,-0.7116671303795961,0.041067443916881725,0.8371651505600526,-2.3067356306080797
0.3899999856948852,-0.7724246481942323,0.04926904303797542,0.8170048331390931,-2.8064109045033434
0.4000000059604645,-0.8489675025033143,0.05723713351258102,0.793640348828943,-3.3333340841298083
0.4099999964237213,-0.9169331292199283,0.06480202836760343,0.7533200120102479,-3.8951820093159655
0.4199999868869781,-0.9687371949242738,0.07196373505362333,0.7129995559822633,-4.318402405357836
0.4300000071525574,-1.027646968750873,0.07868792874583072,0.6692345475327088,-4.751054401970385
0.4399999976158142,-1.0704063872384217,0.08480735881098572,0.6087538932930543,-5.197305794334887
0.449999988079071,-1.0960802535103944,0.09032198054560481,0.5482732986580445,-5.488430138206957
0.4600000083446502,-1.1297723750161317,0.09526851041086973,0.49147755257001646,-5.771169777489184
0.4699999988079071,-1.147416780381122,0.09977436823614902,0.44739207974782713,-6.066802139854906
0.4799999892711639,-1.1810860137032655,0.10363713664778532,0.38306635967603453,-6.249007340050219
0.4900000095367431,-1.1896514395760682,0.10677170021303953,0.31027594558110966,-6.303235169029711
0.5,-1.1970765093850282,0.10942331714400111,0.26194480410924686,-6.498333569145678
0.5099999904632568,-1.189092348008075,0.11126851303347413,0.1813039665590836,-6.656483288383959
0.5199999809265137,-1.1879062155770448,0.11234881741770572,0.10482866666427389,-6.773883457756518
0.5299999713897705,-1.1542942027138856,0.11286664767035312,0.04859368107429277,-6.851361866569994
0.5400000214576721,-1.1371860007332948,0.1128520147300607,-0.0047040490884469235,-6.927573319054125
0.550000011920929,-1.1109075049447206,0.1119171903825647,-0.09669337072262031,-6.909782047844408
0.5600000023841858,-1.0675093630837587,0.11037755770453281,-0.15717400261053302,-6.791236038780688
0.5699999928474426,-1.016184518723407,0.10818766815432371,-0.2222207302678511,-6.760332699394701
0.5799999833106995,-0.9727406004952579,0.10519140226610962,-0.3028615976203368,-6.657043572044848
0.5899999737739563,-0.905653069405475,0.10148289067515201,-0.37404986866602163,-6.424437637901781
0.6000000238418579,-0.860840509323993,0.09732332093485652,-0.41917669423708187,-6.1151562887196524
0.6100000143051147,-0.7759946087884093,0.092510260770405,-0.48454382666239004,-5.835804100609301
0.6200000047683716,-0.7075612048195987,0.08698978287943662,-0.5552514458526061,-5.421918507194994
0.6299999952316284,-0.6391278008507875,0.08106612427004642,-0.5955719018805907,-5.003328915215014
0.6399999856948853,-0.5606917838143495,0.07468820376166171,-0.6410191918242858,-4.639674301720141
0.6499999761581421,-0.46806711950770885,0.06775735331543742,-0.696292843901007,-4.206339951134203
0.6600000262260437,-0.3895854453133729,0.060475967953289224,-0.7313262487281249,-3.6959410863881095
0.6700000166893005,-0.2876996497201112,0.05293952686556642,-0.7568536067832397,-3.2187124448780993
0.6800000071525574,-0.21070070066920787,0.04499989760884112,-0.7971740032065795,-2.7507451730732897
0.6899999976158142,-0.12515885630122692,0.03676719231375523,-0.8264396453727172,-2.182097311592577
0.699999988079071,-0.031074474244036976,0.028478622565353516,-0.8320471907485412,-1.6719911056523302
0.7099999785423279,0.055277039618573,0.01998846245774092,-0.8522073889602111,-1.1699761110310534
0.7200000286102295,0.14774196347721547,0.011354155967319618,-0.8665998245109008,-0.6336942273144702
0.7300000190734863,0.23492609462269276,0.0027780869401342195,-0.860752072416632,-0.0929035167162398
0.7400000095367432,0.3196466465903136,-0.005714461078559781,-0.8524477148879455,0.3519589644904156
0.75,0.4137310882521483,-0.01428893195620718,-0.8605918551314757,0.8542662304873486
0.7599999904632568,0.48132049045093983,-0.02266180316141778,-0.8404317165244506,1.3639339250559828
0.7699999809265137,0.5677175720644805,-0.030833078419482077,-0.8202713991034911,1.8382377666468641
0.7799999713897705,0.6438269515944335,-0.03886499336144858,-0.8063595558036254,2.2842701715464613
0.7900000214576721,0.7113592823458526,-0.04670781249510568,-0.7873743439544127,2.7926462930674574
0.800000011920929,0.7721395244313095,-0.05407350357777408,-0.7397106552947448,3.291175727271559
0.8100000023841858,0.8311062802983138,-0.06117297137311628,-0.7130618358481811,3.7262407583231947
