Time (s),Ay (m/s²),Fᵧ (N)
0.0,-2.6103498458862298,-0.5420133471488953
0.0049991607666015625,-2.465880584716796,-0.5163647532463074
0.010000228881835938,-2.324750137329101,-0.4949951767921448
0.014999389648441053,-2.2007381439208977,-0.4821708500385284
0.020000457763671875,-2.095183563232421,-0.4650760591030121
0.024999618530273438,-1.9918033599853509,-0.4437043368816376
0.030000686645507812,-1.8203880310058587,-0.4223347902297973
0.034999847412109375,-1.6528141021728509,-0.4009609520435333
0.04000091552734375,-1.528279495239257,-0.3795913457870483
0.04500007629394531,-1.3672573089599585,-0.3496700823307037
0.049999237060546875,-1.214713287353515,-0.3240257799625397
0.05500030517578125,-1.0644008636474585,-0.3069267272949219
0.05999946594238281,-0.8943159103393548,-0.281282365322113
0.06500053405761719,-0.721009445190429,-0.2556358873844147
0.06999969482421875,-0.5663806915283196,-0.229991540312767
0.07500076293945312,-0.4065467834472649,-0.2043429464101791
0.07999992370605469,-0.2470781326293956,-0.1787028461694717
0.08499908447265625,-0.09148807525634695,-0.1573269069194793
0.09000015258789062,0.05971984863281321,-0.135961577296257
0.09499931335449219,0.21918087005615305,-0.1145877391099929
0.10000038146972656,0.35922794342041087,-0.0974929258227348
0.10499954223632812,0.5083024978637702,-0.0632969215512275
0.11000061035155895,0.6744440078735359,-0.0462021082639694
0.11499977111816406,0.7961233139038093,-0.0205513909459114
0.12000083923339844,1.0143220901489265,0.009363473393023
0.125,1.1520288467407234,0.0350141897797584
0.12999916076660156,1.2668998718261726,0.0606542900204658
0.13500022888183594,1.4225948333740241,0.090575523674488
0.13999938964844105,1.5496538162231452,0.1119451075792312
0.14500045776367188,1.713098335266114,0.1375894546508789
0.14999961853027344,1.836130905151368,0.1546885222196579
0.1550006866455078,1.9720318794250495,0.1803349703550338
0.15999984741210938,2.1147525787353523,0.2059793323278427
0.16500091552734375,2.216844844818116,0.227351039648056
0.1700000762939453,2.3395641326904304,0.2444458603858947
0.17499923706054688,2.4426992416381843,0.2700944542884826
