Time (s),Ay (m/s²),Fᵧ (N),rᵧ (m)
11.600000381469727,-8.935551643371582,-1.087367057800293,0.05672872066497803
11.609999656677246,-8.946953773498535,-1.095909833908081,0.05692952126264572
11.619999885559082,-8.912092208862305,-1.087367057800293,0.05700000002980232
11.630000114440918,-8.858044624328613,-1.095909833908081,0.05700000002980232
11.640000343322754,-8.804463386535645,-1.1006431579589844,0.05700000002980232
11.649999618530273,-8.757022857666016,-1.0959211587905884,0.05700000002980232
11.65999984741211,-8.762640953063965,-1.0911650657653809,0.05700000002980232
11.670000076293945,-8.698067665100098,-1.0921345949172974,0.056865692138671875
11.680000305175781,-8.69313907623291,-1.0996850728988647,0.05666489154100418
11.6899995803833,-8.707605361938477,-1.095909833908081,0.056464094668626785
11.699999809265137,-8.67496395111084,-1.095909833908081,0.05612659826874733
11.710000038146973,-8.666358947753906,-1.087367057800293,0.05572500452399254
11.720000267028809,-8.58870792388916,-1.087367057800293,0.05532340705394745
11.729999542236328,-8.515164375305176,-1.0739883184432983,0.05492180958390236
11.739999771118164,-8.519450187683105,-1.07027006149292,0.05438032001256943
11.75,-8.472519874572754,-1.07027006149292,0.05377792567014694
11.760000228881836,-8.448360443115234,-1.0568571090698242,0.05317552760243416
11.770000457763672,-8.456233024597168,-1.0531730651855469,0.05257314071059227
11.779999732971191,-8.453523635864258,-1.0531730651855469,0.05182766169309616
11.789999961853027,-8.430130004882812,-1.0397260189056396,0.051168352365493774
11.800000190734863,-8.33777904510498,-1.0360761880874634,0.05056595802307129
11.8100004196167,-8.269542694091797,-1.0360761880874634,0.04981808364391327
11.819999694824219,-8.228063583374023,-1.0176562070846558,0.04916117340326309
11.829999923706055,-8.209522247314453,-1.0068323612213135,0.04855877533555031
11.84000015258789,-8.187495231628418,-1.0140178203582764,0.047808509320020676
11.850000381469727,-8.109655380249023,-1.0018823146820068,0.04715399071574211
11.859999656677246,-8.11909294128418,-0.9968981146812439,0.046551600098609924
11.869999885559082,-8.003159523010254,-0.9933281540870667,0.04594920203089714
11.880000114440918,-8.003958702087402,-0.9797783493995667,0.045346807688474655
11.890000343322754,-8.012630462646484,-0.9762312173843384,0.04489627853035927
11.899999618530273,-7.949389457702637,-0.9676884412765503,0.04434202238917351
11.90999984741211,-7.894432544708252,-0.9676884412765503,0.043893083930015564
11.920000076293945,-7.873115539550781,-0.9540930390357971,0.04333723336458206
11.930000305175781,-7.836432933807373,-0.950591504573822,0.04288989305496216
11.9399995803833,-7.851443290710449,-0.945516049861908,0.04248829558491707
11.949999809265137,-7.807821273803711,-0.947124183177948,0.042086705565452576
11.960000038146973,-7.818212985992432,-0.945493221282959,0.041685108095407486
11.970000267028809,-7.766942024230957,-0.9386042952537537,0.04144175723195076
11.979999542236328,-7.68791389465332,-0.9369276165962219,0.041240960359573364
11.989999771118164,-7.701115131378174,-0.9334945678710938,0.04104015976190567
12,-7.710596561431885,-0.9283506870269775,0.04100000113248825
12.010000228881836,-7.761490345001221,-0.9249403476715088,0.04100000113248825
12.020000457763672,-7.757604598999023,-0.9163976311683655,0.04100000113248825
12.029999732971191,-7.828050136566162,-0.9249404072761536,0.04100000113248825
12.039999961853027,-7.858915328979492,-0.9215871691703796,0.04100000113248825
12.050000190734863,-7.903780460357666,-0.9282936453819275,0.04100000113248825
12.0600004196167,-7.938887119293213,-0.9301527738571167,0.04100000113248825
12.069999694824219,-7.9723944664001465,-0.9334945678710938,0.04100000113248825
12.079999923706055,-7.977768421173096,-0.9334945678710938,0.04100000113248825
12.09000015258789,-7.969019412994385,-0.9334945678710938,0.04100000113248825
12.100000381469727,-8.054131507873535,-0.9334946274757385,0.04116861894726753
12.109999656677246,-8.025508880615234,-0.9334945678710938,0.04136941581964493
12.119999885559082,-8.058594703674316,-0.9473180770874023,0.04174042493104935
12.130000114440918,-8.094677925109863,-0.950591504573822,0.04214202240109444
12.140000343322754,-8.12598705291748,-0.950591504573822,0.04254361614584923
12.149999618530273,-8.132904052734375,-0.950591504573822,0.04294521361589432
12.15999984741211,-8.180999755859375,-0.950591504573822,0.04334681108593941
12.170000076293945,-8.205304145812988,-0.9559293389320374,0.0437484048306942
12.180000305175781,-8.212209701538086,-0.9623392224311829,0.04414999857544899
12.1899995803833,-8.25186824798584,-0.9644948840141296,0.044727396219968796
12.199999809265137,-8.315929412841797,-0.9730604290962219,0.045153193175792694
12.210000038146973,-8.266623497009277,-0.9847853779792786,0.04573218151926994
12.220000267028809,-8.304305076599121,-0.9847853779792786,0.0461563840508461
12.229999542236328,-8.353056907653809,-0.9847853779792786,0.04655797407031059
12.239999771118164,-8.378148078918457,-0.9847853779792786,0.04695957154035568
12.25,-8.377081871032715,-0.9762426018714905,0.04736117646098137
12.260000228881836,-8.422913551330566,-0.9933281540870667,0.04776276275515556
12.270000457763672,-8.487297058105469,-0.9987800121307373,0.04816436022520065
12.279999732971191,-8.449481964111328,-1.0073455572128296,0.048565953969955444
12.289999961853027,-8.489773750305176,-1.0104364156723022,0.048967551440000534
12.300000190734863,-8.529476165771484,-1.0189791917800903,0.049369148910045624
12.3100004196167,-8.583645820617676,-1.0189791917800903,0.04958536848425865
12.319999694824219,-8.557065963745117,-1.0189791917800903,0.049786172807216644
12.329999923706055,-8.583967208862305,-1.0189791917800903,0.050173934549093246
12.34000015258789,-8.583723068237305,-1.0189791917800903,0.05038776621222496
12.350000381469727,-8.599822044372559,-1.024522304534912,0.050588563084602356
12.359999656677246,-8.598755836486816,-1.0275334119796753,0.05078936368227005
12.369999885559082,-8.595812797546387,-1.0219674110412598,0.050990160554647446
12.380000114440918,-8.616086959838867,-1.0275219678878784,0.050999999046325684
12.390000343322754,-8.612890243530273,-1.0331107378005981,0.050999999046325684
12.399999618530273,-8.581157684326172,-1.0360761880874634,0.050999999046325684
12.40999984741211,-8.535348892211914,-1.0360761880874634,0.050999999046325684
12.420000076293945,-8.501108169555664,-1.0360761880874634,0.050999999046325684
12.430000305175781,-8.448393821716309,-1.0360761880874634,0.050999999046325684
12.4399995803833,-8.447084426879883,-1.0304304361343384,0.050999999046325684
12.449999809265137,-8.459474563598633,-1.0388363599777222,0.050999999046325684
12.460000038146973,-8.431896209716797,-1.0332932472229004,0.050999999046325684
12.470000267028809,-8.42565631866455,-1.0332019329071045,0.050999999046325684
12.479999542236328,-8.40234088897705,-1.0360761880874634,0.050999999046325684
12.489999771118164,-8.41261100769043,-1.030373454093933,0.050799738615751266
