Time (s),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
0.009999999776482582,-1.3267240524291992,-0.015000000596046448,-0.7333333492279053,0.2777777910232544
0.019999999552965164,-1.2412394285202026,-0.01850000023841858,-0.7250000238418579,0.5
0.029999999329447746,-1.1728516817092896,-0.02199999988079071,-0.7200000286102295,0.5818182229995728
0.03999999910593033,-1.0873669385910034,-0.029199998825788498,-0.7200000286102295,0.8181818127632141
0.05000000074505806,-1.0189791917800903,-0.036399997770786285,-0.7200000286102295,0.9649350047111511
0.05999999865889549,-0.950591504573822,-0.04360000044107437,-0.7200000286102295,1.14242422580719
0.07000000029802322,-0.8651067614555359,-0.050599999725818634,-0.699999988079071,1.3090908527374268
0.07999999821186066,-0.7967190146446228,-0.057600002735853195,-0.7000000476837158,1.618181824684143
0.09000000357627869,-0.7283312678337097,-0.06419999897480011,-0.6600000262260437,1.9272727966308594
0.10000000149011612,-0.6599435210227966,-0.0706000030040741,-0.6399999856948853,2.2545456886291504
0.10999999940395355,-0.583007276058197,-0.07680000364780426,-0.6200000047683716,2.654545307159424
0.11999999731779099,-0.5231680274009705,-0.08279999345541,-0.6000000238418579,2.981818199157715
0.12999999523162842,-0.454780250787735,-0.08839999884366989,-0.5600000619888306,3.309091091156006
0.14000000059604645,-0.3863925039768219,-0.09379999339580536,-0.5400000214576721,3.5999999046325684
0.15000000596046448,-0.34365013241767883,-0.09880000352859497,-0.5,3.9272727966308594
0.1599999964237213,-0.2838108539581299,-0.10320000350475311,-0.4399999976158142,4.18181848526001
0.17000000178813934,-0.23252004384994507,-0.1072000041604042,-0.4000000059604645,4.43636417388916
0.18000000715255737,-0.1897777020931244,-0.11080000549554825,-0.35999998450279236,4.654545307159424
0.1899999976158142,-0.15558381378650665,-0.11380000412464142,-0.30000001192092896,4.81818151473999
0.20000000298023224,-0.12138994038105011,-0.11640000343322754,-0.2600000202655792,4.909090995788574
0.20999999344348907,-0.08719605952501297,-0.11859999597072601,-0.2199999988079071,5
0.2199999988079071,-0.0700991228222847,-0.12020000070333481,-0.1599999964237213,5.090909004211426
0.23000000417232513,-0.05300218239426613,-0.12120000272989273,-0.10000000149011612,5.18181848526001
0.23999999463558197,-0.03590524196624756,-0.1218000054359436,-0.06000000238418579,5.25454568862915
0.25,-0.03590524196624756,-0.1218000054359436,0,5.400000095367432
0.25999999046325684,-0.03590524196624756,-0.12120000272989273,0.06000000238418579,5.418181419372559
0.27000001072883606,-0.03590524196624756,-0.12020000070333481,0.10000000149011612,5.400000095367432
0.2800000011920929,-0.044453710317611694,-0.11859999597072601,0.1599999964237213,5.345454216003418
0.28999999165534973,-0.05300218239426613,-0.11640000343322754,0.2199999988079071,5.272727012634277
0.30000001192092896,-0.08719605952501297,-0.1136000007390976,0.2800000011920929,5
0.3100000023841858,-0.11284147202968597,-0.1103999987244606,0.3199999928474426,4.74545431137085
0.3199999928474426,-0.14703534543514252,-0.10660000145435333,0.3799999952316284,4.5272722244262695
0.33000001311302185,-0.1897777020931244,-0.10239998996257782,0.41999998688697815,4.163636207580566
0.3400000035762787,-0.22397157549858093,-0.09780000150203705,0.4599999785423279,3.872727155685425
0.3499999940395355,-0.27526238560676575,-0.09300000220537186,0.48000001907348633,3.581818103790283
0.36000001430511475,-0.3180047273635864,-0.08779999613761902,0.5199999809265137,3.327272891998291
0.3700000047683716,-0.37784403562545776,-0.08219999819993973,0.5600000023841858,2.9454545974731445
0.3799999952316284,-0.4376833140850067,-0.07639999687671661,0.5800000429153442,2.672727108001709
0.38999998569488525,-0.49752262234687805,-0.07020000368356705,0.6200000047683716,2.345454692840576
0.4000000059604645,-0.557361900806427,-0.06379999965429306,0.64000004529953,2
0.4099999964237213,-0.6257496476173401,-0.057200003415346146,0.6599999666213989,1.5636364221572876
